39.01612;rotation
42.54257;rotation
45.88903;rotation
48.74376;rotation
50.40051;rotation
51.64294;rotation
52.67007;rotation
53.48182;rotation
54.41856;rotation
55.36454;rotation
87.46853;standingPunches
87.52316;standingPunches
87.59705;standingPunches
87.61916;standingPunches
87.63783;standingPunches
87.65678;standingPunches
87.67545;standingPunches
87.69466;standingPunches
87.7126;standingPunches
87.73187;standingPunches
87.74969;standingPunches
87.76692;standingPunches
87.78397;standingPunches
87.80374;standingPunches
87.82165;standingPunches
87.83821;standingPunches
87.85486;standingPunches
87.87345;standingPunches
87.89186;standingPunches
87.90858;standingPunches
87.92606;standingPunches
87.94263;standingPunches
87.95984;standingPunches
87.9764;standingPunches
87.99422;standingPunches
88.01289;standingPunches
88.05355;standingPunches
88.07088;standingPunches
88.08836;standingPunches
88.10509;standingPunches
88.12308;standingPunches
88.13975;standingPunches
88.15662;standingPunches
88.17379;standingPunches
88.1931;standingPunches
88.21072;standingPunches
88.22872;standingPunches
88.24783;standingPunches
88.26447;standingPunches
88.28103;standingPunches
88.29839;standingPunches
88.31495;standingPunches
88.33202;standingPunches
88.34881;standingPunches
88.36571;standingPunches
88.38343;standingPunches
88.4;standingPunches
88.42358;standingPunches
88.45229;standingPunches
88.46886;standingPunches
88.48679;standingPunches
88.50571;standingPunches
88.52236;standingPunches
88.54117;standingPunches
88.55811;standingPunches
88.57468;standingPunches
88.59125;standingPunches
88.60903;standingPunches
88.62683;standingPunches
88.64339;standingPunches
88.66122;standingPunches
88.67779;standingPunches
88.69435;standingPunches
88.71182;standingPunches
88.73005;standingPunches
88.74781;standingPunches
88.76486;standingPunches
88.78236;standingPunches
88.79928;standingPunches
88.81585;standingPunches
88.83375;standingPunches
88.85031;standingPunches
88.86821;standingPunches
88.8857;standingPunches
88.90263;standingPunches
88.9192;standingPunches
88.93576;standingPunches
88.95233;standingPunches
88.96891;standingPunches
88.98671;standingPunches
89.00328;standingPunches
89.02024;standingPunches
89.03693;standingPunches
89.0535;standingPunches
89.07071;standingPunches
89.08727;standingPunches
89.10693;standingPunches
89.1239;standingPunches
89.1412;standingPunches
89.15777;standingPunches
89.17433;standingPunches
89.1909;standingPunches
89.20814;standingPunches
89.23415;standingPunches
89.30022;standingPunches
89.32165;standingPunches
89.33938;standingPunches
89.35603;standingPunches
89.37402;standingPunches
89.3922;standingPunches
89.40942;standingPunches
89.42599;standingPunches
89.44473;standingPunches
89.46181;standingPunches
89.47965;standingPunches
89.49622;standingPunches
89.51397;standingPunches
89.53302;standingPunches
89.5507;standingPunches
89.56816;standingPunches
89.58506;standingPunches
89.60415;standingPunches
89.62292;standingPunches
89.6395;standingPunches
89.65683;standingPunches
89.67342;standingPunches
89.69156;standingPunches
89.71043;standingPunches
89.72775;standingPunches
89.74559;standingPunches
89.76215;standingPunches
89.78078;standingPunches
89.79844;standingPunches
89.82256;standingPunches
89.86852;standingPunches
89.8892;standingPunches
89.92073;standingPunches
89.95766;standingPunches
89.97678;standingPunches
89.99752;standingPunches
90.01802;standingPunches
90.03645;standingPunches
90.05616;standingPunches
90.07825;standingPunches
90.09801;standingPunches
90.11752;standingPunches
90.13853;standingPunches
90.15721;standingPunches
90.17761;standingPunches
90.1981;standingPunches
